Timestamp,unique-id,research-area,pressing-questions,pathways ,roadblocks
6/3/2021 9:27:20,bq026,"Water Quality, Watershed Management, Water Routing, Hillslope Hydrology, Sediment Transport, Water Supply, Contaminant Transport, Hydrological Modeling","What are the long-term consequences of repeated fires for watershed processes?
In regions with short intervals between fires, such as the Mediterranean, they can lead to significant soil degradation, limiting the capacity to support vegetation and enhancing vulnerability to further fires. This can mean that, in the long-term, fire episodes can dominate soil erosion and the mobilization and transport of sediment, carbon and nutrients; and that these fire-prone forests and natural areas might not provide the hydrological ecosystem services expected by forest managers and land-use planners, such as soil protection and water quality regulation

How do fire and watershed characteristics determine post-fire impacts?
At smaller scales, the interaction between fire and topographic characteristics – in the way they impact hydrological and sediment connectivity – can be linked with the location of hotspots for erosion and contaminant mobilization; therefore, a small but well-connected fire might have greater impacts for sediment transport than a large fire in a poorly connected watershed. Understanding and mapping these connectivity patterns might help the development of more efficient ways to implement post-fire emergency erosion control measures.



","fund collaboration networks of researchers from different areas, focusing specifically on fire sciences COST Action FireLinks in Europe;
use these networks to organize targeted meetings on specific topics, fire risk prediction, water quality impacts resulting in join papers, commentaries, policy briefs etc;
when these networks exist, researchers can take advantage of existing collaborations to apply for funding in multi-disciplinary project proposals dealing with fire science.

My comments come from our experience in Europe with COST Action Connecteur, where we managed to bring together scientists from different topics and managers to present our recommendations to study and manage the impacts of fire on water quality. The creation of this network greatly facilitated building multidisciplinary project proposals to address these issues, which we found were well received, and at the EU level, specifically requested, by funding agencies.

","Different fire science topics are considered as subset of other disciplines more than as part of fire science, e.g. fire weather risk as part of climatology while post-fire hydrology as part of the hydrological sciences;
there are limited opportunities for scientists working in fire to interact and talk specifically about this topic, although this is improving in recent years;
even when interaction opportunities occur, scientists tend to keep to subgroups of their own disciplines, and crossing inter-disciplinary boundaries remain, in my experience, rare.
These comments stem directly from my reply to Topic 1, and our experience in trying to address these issues with the creation of COST Action FireLinks in Europe and the roadblocks we encountered. Even inside a Fire Science network action with a specific aim, and funding, to promote the interaction between different aspects of fire science, Working Groups are divided by other scientific topics, WG1: climate sciences, WG2: plant biology and scientists tend to interact little outside of their chosen WGs, even when actively prompted to.


"
6/15/2021 22:08:15,bq027,"Successional Dynamics, Ecological Resilience, Indigenous Science, Environmental Justice, Air Quality, Health","Compounding interaction of fire flowed by flood events - I have observed these several times and the impacts are underestimated on ecology, amenity, infrastructure, roads, bridges, hydro, and ecological services: clean water","Pyrogeography - pyrogeographic is an avowed holistic, synthetic and collaborative field
I have written several papers on this topic see 

","Academic tribalism, inability to fund holistic research, always an odd sock, few examples of successful transdisciplinary research as icons, limited training in transdisciplinary research.  Need to muscle through despite the barriers."
6/17/2021 7:30:42,bq028,"Pyrogenic Organic Matter, Pyrogenic Organic Matter Method Development","What are the mechanisms of PyC interacting with organic matter, and how do they change over time, eventually affecting erosion rates.",more long-term obseravtions,lack of more long-term obseravtions 
6/20/2021 10:10:38,bq029,"Nutrient Cycling, Microbial Community Dynamics, Food Web / Trophic Dynamics, Water Quality","How within-watershed effects, effects that might be seen at the pore-water scale, do or do not propogate to the watershed outlet.  Are there within-watershed processes that dampen effects?  Are these more or less pronounced depending on landscape characteristics?  Two citations for this one, for comparison with one-another, one pore water, one outlet study from the same catchment: 
 


How do landscape characteristics affect whether we will see wildfire impacts at the stream outlet scale?  I don't have a citation for this one, just note that various studies range from showing strong, to negligible effects from wildfire.  Presumably some of this can be attributed to study design and/or wildfire severity, but some of this variation seems likely to be explained by landscape characteristics.  What characteristics are important towards this end?",Developing inter-disciplinary linkages within scientific studies. See response below. ,"Having these scientists work together, and developing integrated studies that consider both the terrestrial and aquatic response within a unified study design."
6/21/2021 13:18:15,bq030,"Nutrient Cycling, Microbial Community Dynamics, Successional Dynamics, Ecological Resilience","Are patterns demonstrated in case studies repeatable? Often, fire studies have little to no true replication, in many cases studies are pseudo-replicated. The fire and fire surrogate study was a well-designed, replicated experiment that gave us many insights into the impacts of prescribed fire and thinning , yet it is unclear how these patterns extend to higher severity fires.

How are changing wildfire regimes impacting the resilience of ecosystems to wildfire? Contemporary fires are larger, more severe, and more frequent than their historical counterparts. It is likely that this decreases the resilience of soil biogeochemistry. However, direct comparisons across ecosystems have yet to be made.




","A network of fire sites that could be thought of as ""observatories"", where researchers of different backgrounds could come and conduct analyses similar to the critical zone observatories 

","Repeated, replicated wildfires. This is easier said than done, but more studies need to incorporate the effects from multiple fires, not just multiple sites within the same fire.
Establishing a network of fires could accomplish this and may lend itself to long-term ecological research similar to the critical zone observatories."
6/21/2021 22:04:34,bq031,Risk Communication / Health Communication,"How can traditional knowledge and Indigenous fire management be used collaboratively with Western systems of knowledge to strengthen trust and communications between scientist, community members, and tribal partners? How can the integration of these knowledge systems inform effective wildfire management? 



How do community members communicate about wildfire risk among themselves vs. from experts to residents? What are the motivations, and modes of communication for wildfire preparedness among community members?

","To further integrate fire science into fields focusing on social impact and risk communication, expanding social impact assessments beyond economic measures to examine social dynamics could provide greater insight into the range of impacts on communities, communications within, and how they may vary over time.

",This question is outside my area of study. 
8/4/2021 10:43:42,bq032,"Microbial Community Dynamics, Successional Dynamics, Ecological Resilience, Watershed Management, Sediment Transport",From my point of view we need to clarify postfire management effects on soil water and plants dynamics at watershed level and long-term. Modeling is also important for future guidelines and also for transfer all research to managers and society. ,To integrate all scientific disciplines in the same research looking for synergies. Scientists across differetn disciplines have to work together to address key research questions,"Ecosystems proceses and functions are always connected each other and usually, a scientific discipline works on particular aspects without taking care about relationship among processes or functions. "
8/4/2021 22:41:01,bq033,"Nutrient Cycling, Soil Stability, Quality, Mineralogy, Pyrogenic Organic Matter Transport, Fluxes, Biogeochemical Modeling, Successional Dynamics, Ecological Modeling, Water Quality, Watershed Management, Water Routing, Hillslope Hydrology, Sediment Transport, Water Supply, Surface Water – Groundwater Interactions, Contaminant Transport, Hydrological Modeling, Soil Erosion, Fire severity modeling","What are the processes that influence downstream delivery of post fire sediment, ash and char? Research is well advanced in upland erosion following wildfire. However, it is not clear how sediment, ash and char that are detached on burned hill slopes are routed through the stream system. Recent modeling has suggested that in higher order streams downstream from fires, there tends to be net deposition of sediment following a wildfire. In an undisturbed watershed, however, there is little sediment delivered to the streams but channel and bank erosion tend to be sources of sediment. Is this sediment from a fire that had occurred in the past decades, or is it from other sources? How long does it take a channel to flush through post fire sediment? The same questions apply to inorganic ash and organic char that is delivered to the channel immediately post fire. How much is deposited and later re entrained into the stream, and how much is delivered with the same event that washed it from the hill? 

The second question: What are the factors that combine to cause debris flows after a wildfire? In some landscapes, sediment from debris flows exceeds sediment from upland erosion. The USGS has some regression equations to estimate the likelihood of debris flows occurring, and the volume of debris flows on a landscape scale. However, their models are not able to identify where on the landscape the debris flows are likely to occur. There is a better need to understand the hydrology associated with debris flows, Geologic or soil properties that are more likely to be associated with debris flows, and the role of topography on debris flows. Also, what sort of upland conditions are likely to generate downslope debris flows? I have witnessed debris flows aggravated by wildfire landscapes as well as upland cropland watersheds, suggesting that this area is ripe for research leading to better understanding the conditions that are likely to result in debris flows. As debris flows can be deadly, there is a societal need to better understand these events.","For the sediment and ash delivery, downstream delivery of sediment and ash needs to e monitored and linked to burn severity distribution, soils and topography within the upland waterheds, across a range of climatic, geologic and topographic landscapes.  


For the debris flow modeling: Detailed field surveys of debris flows and their upstream basins need to be carried out and linked to estimates of the rainfall or snowmelt events that caused them. Rainfall may need to be estimate by radar as rain gage data are unlikely to be available across the landscape where debris flows may occur. 
",The main roadblock toward both of the topics I have listed are data to support the development and validation of predictive models.
8/5/2021 6:52:51,bq034,"Pyrogenic Organic Matter, Soil Stability, Quality, Mineralogy, Pyrogenic Organic Matter Method Development","Net impact of wildfires on carbon fluxes, labile vs. recalcitrant.
Impact of wildfires on soil quality, soil as a provider of ecosystemic services","Recognise that changes in the intensity and extent of wildfires affect many aspects of earth science. It is essential to study them in order to understand what happens in hydrology, atmosphere, air quality, CO2 emissions, soil quality and productivity, biodiversity, climate. In other words, fires directly affect or are fed by the major current environmental problems. 
A multidisciplinary and cross-cutting approach is necessary.
There is a need to combine studies using in situ measurements with predictive statistical tools
Highlight the importance of wildfires as indicators of the health of the planet with an historical perspective.","The diversity of methodologies applied, not always comparable
Lack of permeability between scientific fields"
8/6/2021 9:10:18,bq035,"Water Quality, Watershed Management, Societal Costs, Policy, Water Supply, Hydrological Modeling, Disaster risk management and reduction","IMO, here are two pressing questions:
What are the relationships between wildfire regimes and the evolution and health of aquatic ecosystems across the world? Only a limited number of studies have closely looked at these relationships over limited extents and we don't know what they are in many places of the world that are prone to burning. Given the role of healthy aquatic ecosystems for water security, addressing this question will allow for the creation of baselines to further monitor how water security might suffer from excessive fire activity.
What is the risk to human and aquatic ecosystem health posed by WUI-fires leachates? WUIs are a preferential area for wildfire disasters to happen, and the combustion of man-made material, such as plastic, can compromise community water supply. But how and to what extent (in time and space) these combustion by-products (list to be established) can run off and pose water security issues is unknown at the moment. As WUI fires will likely increase, it is essential that we get an idea of the toxicants that reach downstream communities and ecosystems. ","Internationalization: wildfires are a worldwide phenomenon as much as a worldwide issue, and yet most of our environmental science is biased towards the Western world
System thinking: Wildfire disasters are a systemic risk coming from socio-ecological imbalances. We need to make sure future wildfire-related research is shaped by this reality.","The lack of data openness: the overly cautious attitude of too many researchers and governments towards data openness hinders scientific progress, despite the amazing technological possibilities we have now, we still need data to run models.
The lack of good scientific communication on this topic: we can publish all the science we want, we need to be better at talking about it! The scientific community working on wildfires and aquatic environments is lacking a communication platform/forum where publications can be shared, where SciCom efforts can discussed, and strategies on how to communicate on this topic can be set up. "
8/9/2021 10:35:51,bq036,"Water Routing, Hillslope Hydrology, Sediment Transport, ash, soil hydrology, preferential flow, soil water repellency (hydrophobicity), soil heating, spatial variability, soiltemperature-fire intensity relationships, integrated fire management",how to predict the type of landscapes vulnerable to fire impacts and in specific how vulnerable landscapes or places in the landscape are to different types of fire - we need to know this information so that landscape managers can know which places in the landscape to protect - either through strategic fuel management or by paying particular attention to these places when fires do occur,"there is a disconnect between fire science and other disciplines like hydrology, soil science, biogeochemistry, so a disconnect between those studying and modeling fire behavior and those studying the impacts of that fire behavior. I explain this disconnect focusing on fire-induced soil heating. A pathway to better integrating fire science across disciplines is to create more opportunity for fire scientists and fire impact scientists to engage, to facilitate fire impact scientists, doing post-fire studies to see and experience and learn about fire in the field and to encourage post-fire scientists to include fire metrics: rate of spread, fire intensity, residence time, but also fire danger classification like the FWI indices in their research publications.","The lack of attention for fire itself in post-fire studies. 
The fact that many post-fire studies are focusing on burned areas alone (like studying the amount of post-fire erosion without regarding pre-fire values) instead of comparing burned and unburned. More work on mechanistic understanding of changes observed can help shed light on integrative impacts. 
Little collaboration between researchers of various disciplines is also a roadblock. It is a lot of effort to organize controlled/experimental fires - facilitating multiple teams to work on the same fires can greatly help interdisciplinary learning and understanding. This would need an exchange of experts facility, or someone/an entity linking researchers to eachother or to fire managers conducting planned burns. Maybe the Nature Conservancy can play a role in this with the TREX camps they organize - those camps focus on burning but if they would 'adopt' researchers that would be a fantastic way of connecting researchers of various disciplines to study integrated fire effects in a holistic way "
8/18/2021 11:53:26,bq037,"Nutrient Cycling, Pyrogenic Organic Matter, Soil Stability, Quality, Mineralogy, Microbial Community Dynamics, Pyrogenic Organic Matter Transport, Fluxes, Pyrogenic Organic Matter Method Development, Functional Diversity, Successional Dynamics, Ecological Resilience","I would draw on the findings from, which include the following recommendations for future areas of focus:
Separating the direct effects of fire from the indirect effects of fire on soil properties and microbial composition and function
Incorporating variation in soil responses, at surface and sub-surface, to fire behaviour and fire severity","Continued exchange via conferences and workshops

Holistic training of new fire scientists, somewhat akin to the recommendations made for microbial ecologists, ensuring expertise across sub-domains","I would expect that challenges in study design, due to the opportunistic nature of field fire research on natural burns, would be important. "
8/18/2021 14:54:36,bq038,"Biogeochemical Modeling, Water Quality, Surface Water – Groundwater Interactions, Hydrological Modeling","I am interested in the extent that watershed characteristics have a resilience capacity and threshold. Fire duration, size, and severity have an important role in many landscapes, Mediterranean for example, such that biogeochemical cycling may depend on a specific recurrence interval of fire to function. ","Pathways can include new methods for linking data collected at vastly different spatial/temporal scales, and new communication methods to describe the importance of datasets to colleagues outside of the discipline.","Existence of baseline data, and the ability to pivot funding to sample/analyze new fires."
8/24/2021 3:52:31,bq039,"Ecological Resilience, Watershed Management, post-fire soil erosion risk",to quantify and acccurately predict the impact of fire severity and fire recurrence on biogeochemical cycling,Increased awareness of the role of fire in ecosystems through a better connection with land managers.,The lack of integrated studies and the difficulty (economic and logistical) of maintaining long-term studies.
9/1/2021 18:26:04,bq040,"Biogeochemical Modeling, Successional Dynamics, Ecological Resilience, Ecological Modeling, Water Quality, Watershed Management, Water Routing, Hillslope Hydrology, Water Supply, Surface Water – Groundwater Interactions, Contaminant Transport, Hydrological Modeling","Recognizing that wild land fire is a critical part of most forested systems in western North America, and that wild land fire can take many forms, wildfire, prescribed fire ect, we need to know how biogeocehemical cycling changes across a gradient of fire conditions, from the absence of fire, fire suppressed, low severity fire prescribed fire, and high severity, wildfire.
In my opinion, the critical link between wild land fire effects and biogeocehemical cycling resides in changes to residence time, or reaction time of water moving through fire affected catchments, which is governed by multiple water balance changes and runoff - infiltration conditions.","In my opinion, the discipline missing in this survey is wildland fire behavior science.  Wildland fire behavior determines fire severity and therefore fire affects.  Including this component will help integrate between ecosystem response, resiliency, and how ecosystem structure influences fire severity, which then leads to water quantity and quality response for wild land fire.   ","From the hydrological and biogeochemical science perspective the two biggest road blocks are: 
In my opinion and what I can tell from literature and proposal calls, wildland fire is too often viewed as a hydrologic and biogeochemical disturbance.  But the vast majority of western ecosystems are 'fire-dependent'.  This means that fire is not a disturbance, but actually a creative force on the ecosystem and therefore the watershed response to wild land fire.  Even the phrase 'wildfire' is probably a missclassification here.  I think what should be studied is 'wild land fire' , fire taking place on the wild lands, which encompasses both wildfire ,uncontrolled high severity fire, and controlled or managed prescribed fire, generally low severity.   
The inclusion of indigenous burn practices.  Like most wildland fires indigenous burn practices have been severely suppressed.  However, these practices served multiple purposes, and often for specific management objectives.   How this is included as we grapple with role of wild land fire in the west will likely in large part determine at large societal understanding of the role and acceptance of fire, including affects to hydrology and biogeochemistry.    "
9/1/2021 19:29:44,bq041,"Microbial Community Dynamics, Successional Dynamics, Ecological Resilience, Air Quality, Health","How long does pyrogenic carbon persist in different systems,conifer forest vs deciduous forest, for example following fire?
Can we track who, microbial organisms, are utilizing the pyrogenic carbon, and do these organisms change over time since fire?","I think the best way toward more integration across disciplines is to make data and analyses publicly accessible. This could allow for studies in the same area, maybe the same fire, utilize data to gain a more in-depth look into how fire is impacting not only their area of interest, but also other factors that may be impacting their study area of interest.","As I mentioned above, I think the integration of data from same fires/ same areas is vital. For example, in the 2016 fire in the Great Smoky National Park, there are publications discussing pyrogenic carbon, fungal community dynamics,  plant communities. If these data were publicly available in a fire database, these papers could come to further conclusions on how fire is impacting the system."
9/2/2021 7:33:41,bq042,"Successional Dynamics, Ecological Resilience","How are increased fire frequency and severity each altering biogeochemical cycling?, cascading effects of climate-driven disturbances
What mechanisms allow pyrophilic fungi to thrive after fire, and how will fire-driven shifts in fungal communities influence decomposition and nutrient mineralization?","Increased collaboration between ecologists and management
Integration of Big Data","Lack of fire science funding due to increased allocation of resources to fire suppression, and 
Insufficient science communication skills 
"
9/2/2021 8:19:51,bq043,"Nutrient Cycling, Pyrogenic Organic Matter, Microbial Community Dynamics, Pyrogenic Organic Matter Transport, Fluxes, Functional Diversity, Successional Dynamics, Ecological Resilience, Water Quality, Watershed Management",Temporal patterns of microbial functional diversity post-fire. Temporal patterns of post-fire pyrogenic OM bioavailability,Identifying cross-cutting research teams that can effectively address interdisciplinary questions,Lack of specific wildfire funding at appropriate $ levels - DOE which in theory has a focus on watershed biogeochemistry has not invested much in this area. 
9/2/2021 11:19:17,bq044,"Ecological Modeling, Water Quality, Societal Costs, Policy","I'm really new to wildfire science, but I currently work for a data repository (ESS-DIVE) and focus on data management and data standardization. I wonder if there is opportunity in the review paper to discuss the data management challenges in assessing wildfire impacts. For example, if data were provided in a more consistent, standardized, interoperable way--what could this type of data enable?","I think an important pathways to better integrating data in fire science is to address making fire data more Findable, Accessible, Interoperable, and Reusable. There's certainly a lot to unpack in the acronym, but essentially, how can we make sure that fire data are open and easy to share, and then once that fire data are shared, how easy is it for others to reuse that data.","I'm not sure if this already exists but some systematic review/analysis of research gaps (I did a field-wide systematic review on invasive species impacts, that might provide a really broad overview of gaps that prevent the holistic understanding of impacts. In other words, we could look at the impacts that get studied most or least often, and whether those impacts are studied unevenly across different spatiotemporal scales."
9/2/2021 11:57:15,bq045,"Nutrient Cycling, Microbial Community Dynamics, Biogeochemical Modeling, Ecological Resilience, Ecological Modeling, Indigenous Science, Environmental Justice","How does species composition and management affect biomass and burn severity?
How do changes in fire frequency affect succession and species composition?",New opportunities for communication and collaboration are needed. Researchers tend to be siloed by discipline such as hydrology versus ecology and study system such as plants versus microbes. These groups need to come together to develop a common language and approach for addressing fire at the system level,"I think they key roadblock is a lack of systematic training on communication, collaboration, and interdisciplinary skills. Students are usually taught how to dive deep into a particular field or topic, but the skills training to bridge disciplines is spotty and often undervalued."
9/2/2021 12:28:11,bq046,"Functional Diversity, Successional Dynamics, Ecological Resilience",What are the consequences of wildfire on the soil function? How long do these impacts last? ,Broad collaborations and synthetic work of various working groups. ,"Silos of terrestrial and aquatic working groups. Also, the challenges of comparing dynamics of fire impacts without spatial or temporal comfounding factors. "
9/2/2021 15:42:07,bq047,"Nutrient Cycling, Pyrogenic Organic Matter, Microbial Community Dynamics, Pyrogenic Organic Matter Transport, Fluxes, Successional Dynamics, Ecological Resilience, Water Quality, Watershed Management, Forest and Fire Ecology","What vegetation, microbial and catchment factors determines the length of elevated post-fire stream nutrient responses.   

How does the composition and treatability of DOC released from PyC vary fire severity 


","Opening up a conversation to synthesize knowledge across disciplines and to identify key knowledge gaps and mutual interests is an approach that is often fruitful.  Special sessions, conferences and proceedings and cross-disciplinary synthesis articles have all been used to move things along.


 ","The lack of site specific, pre-fire data and the extremely high levels of variability in vegetation/fuel type and conditions, soils, catchment factors and wildfire severity are all common challenges to evaluating ecosystem responses to wildfire. The Fire and Fire Surrogate study was an earlier attempt use of standard sampling and study designs across wide ranges of fire and vegetation conditions to advance understanding of fire management.

In addition to ecological complexities, wildfires and wildfire research occurs across a range of agency land (federal, state, private) with various access priorities, management priorities and research needs.  Designing and completing successful research on managed landscapes is a challenging and non-trivial consideration. 


"
9/2/2021 17:53:38,bq048,"Biogeochemical Modeling, Successional Dynamics, Ecological Resilience, Ecological Modeling",the spatially teleconnected and temporally legacy effects of wildfire on ecosystem biogeochemical cycles in relation with burning severity; can we address the questions with multi-year large-scale remote sensing data?,organized trans-disciplinary discussions,data availability and appropriate analytic tools that transcede different scales
9/5/2021 2:38:59,bq049,"Pyrogenic Organic Matter, Soil Stability, Quality, Mineralogy, Pyrogenic Organic Matter Transport, Fluxes, Pyrogenic Organic Matter Method Development, Biogeochemical Modeling","What are the transport mechanisms of PyC at the watershed levels, and what are the consequences of these on the turnover and stocks of PyC ?
How does PyC alter soil functions, from just after the fire to decades afterwards ?","Connecting fire ecology to biogeochemistry better: It is clear that fire affects SOM dynamics on very large time scales, but these investigations are very limited to short impacts after fire for the moment. 
Including Fire and fire consequences in large scale models: PyC is virtually absent from regional and global scales models up to now, despite its potential major role","Well equipped watersheds to follow fluxes: Several watershed networks, OZCAR network, observe daily fluxes on watersheds that are not affected by extreme events, one would need exactly the same on places strongly affected by fire.
Cross scales series of experimentations identifying the processes and testing them on site. We need common sandbox where processes can be tested checked on watershed with comparable characteristics"
9/6/2021 6:44:30,bq050,"Soil Stability, Quality, Mineralogy, Pyrogenic Organic Matter Transport, Fluxes, Water Quality, Watershed Management, Water Routing, Hillslope Hydrology, Sediment Transport, Water Supply, Contaminant Transport, Hydrological Modeling","Modelling wind and (vertical and horizontal) water transport of ash and associated chemical substances to contribute in the quantification of their pathways at watershed scale.

","Building common terminology/language, metrics and analytical methods for characterizing fire and its effects across disciplines.
Building a shared databases on fire characteristics and impacts to be used worldwide.","From my field of expertise (modelling fire impacts on water quality):
Lack of a common fire severity metric across landscapes.
Lack of databases on ash production and composition across ecosystems.
Limited understanding of transport processes of ash and associated chemical compounds after wildfires"
9/6/2021 12:14:46,bq051,"Nutrient Cycling, Pyrogenic Organic Matter, Microbial Community Dynamics, Successional Dynamics, Ecological Resilience","How do post-fire soil microbial communities affect biogeochemical cycling on a landscape scale, and, in a related question:  What defines the composition of post-fire soil microbial communities, fire behavior/severity, vegetation, climate? ...several studies in the past few years have begun to identify bacterial and fungal taxa that survive and thrive in post-fire surface soils, but many questions remain about the role that these organisms play in post-fire ecosystems. Pioneer post-fire filamentous fungi such as Pyronema and Anthracobia grow rapidly within weeks to months after fire. The vast networks that these fungi build may help mitigate erosion, while also liberating carbon from PyOM back into the carbon cycle.","Cross-discipline communication, conferences, meetings, seminars, and collaboration where possible, possibly facilitated by coordinated funding strategies. For example, my research is currently funded by the DOE's Biological and Environmental Research Program, which also funds several other fire-related research programs. Annual DOE meetings have been a critical opportunity for us to connect with other research groups investigating fire impacts from a variety of perspectives/disciplines. ","Unsure... data size/complexity and long-term funding availability seem like critical aspects of this goal, though I'm not sure these constitute a ""roadblock""."
9/6/2021 14:04:36,bq052,"Functional Diversity, Successional Dynamics, Ecological Resilience, Food Web / Trophic Dynamics, Ecological Modeling, Indigenous Science, Environmental Justice, Societal Costs, Policy, Wildlife community responses to fire ","We need information outside of temperate and boreal forest ecosystems, California, Canada & Australia. There is a concerted need to understand basic biogeochemical processes and responses to fire, natural and anthropogenic, in dry tropical forests, especially in Southeast Asia

Fire scientists should work towards a unification of burn severity for all ecosystem types that can also be scaled up",Collaboration of long-term field studies across various ecosystem types and fire-regimes along with an open-access and equitable database repository that houses data for fire science studies would help cover the emergent issues covered by review; this would also promote synthesis studies and collaboration for researchers across the globe.,"While covering emergent themes for fire ecology mentioned in such as characterizing feedbacks and non-linearities, utilizing 'big data' and artificial intelligence, and understanding ecological consequences of fire through time, these questions should be asked in a more global context, tropical fires. Thus, there must be an incentive, mutual understanding, and close collaboration with researchers from the Global South."
9/7/2021 4:56:21,bq053,"Successional Dynamics, Ecological Resilience, Ecological Modeling","How will watershed scale carbon cycling shift with 21st century increases in disturbance? There is an increasing push to use forests as natural climate solutions, serving as a bridge to human reductions emissions. However, increasing disturbance may alter forests ability to store carbon

How will the transport of nutrients change as increasing disturbance alters watershed scale forest hydrology? Natural disturbances, such as wildfires increase river runoff at local regional scales. As disturbances increase over the next few decades it remains poorly understood how changes in hydrology will affect the transport and thus availability of nutrients like nitrogen.",transdisciplinary communication and increased funding. Fire science is an inherently interdisciplinary problem where no one expert will have the answers. We need to improve our ability to collaborate in interdisciplinary teams and funding could incentives such interactions.,"The spatial and temporal scale of fire. Fire operates over broad scales and even though it is increasing, fire is often still a relatively rare event in any given location, making it difficult to study. We need to invest in improved modeling tools that can capture the complex and nonlinear responses of terrestial and aquatic ecosystems to fire if we want to study them over long timescales "
9/9/2021 7:56:54,bq054,"Nutrient Cycling, Soil Stability, Quality, Mineralogy, Pyrogenic Organic Matter Transport, Fluxes, Water Quality, Watershed Management, Sediment Transport, Contaminant Transport","Improved knowledge of processes that influence the source, transport and fate of pyrogenic materials on hill slopes and with special attention to their connectivity to rivers is required to more accurately model the propagation of these materials to receiving water bodies used for water supply. 
Our understanding of the role of cohesive sediment on nutrient cycling, storage, uptake, release, in streams impacted by changing flow conditions due to climate change is lacking.  ","improved educational programs that stress interdisciplinary and provide foundational knowledge of physical, chemical and biological processes in watershed processes and their related ecosystem services.   ","disciplinary blinders - complex environmental problems require interdisciplinary research teams be assembled to address a range of important and inter-related processes that no one discipline is capable of fully understanding. Results from these broader approaches are more meaningful.
the need for funding agencies to support longer term research that can be used to better understand processes and impacts of wildfire over a range of basin scales
train graduate students to be more holistic in their understanding and importance of other contributions from other disciplines. 
POLITICS!"
9/10/2021 6:44:26,bq055,"Ecological Modeling, Water Quality, Watershed Management, Water Routing, Hillslope Hydrology, Sediment Transport, Water Supply, Surface Water – Groundwater Interactions, Contaminant Transport, Hydrological Modeling","How does wildfire affect CO2 efflux from aquatic ecosystems?
Fire regimes can play a role in soil and water CO2 efflux.

How does post-fire erosion affect biogeochemical cycling?
The fate and transport of pyrogenic carbon under various hydrologic regimes is important in understanding biogeochemical cycling.
","Collaborative activities can provide opportunities for interdisciplinary research and solve society’s challenges. Diversity on the team is also an important factor.

","We don’t have enough interdisciplinary research. A comprehensive understanding of fire ecology cannot be done by just terrestrial ecologists or aquatic ecologists. We need to strengthen the research network.

"
9/16/2021 1:50:42,bq056,"Pyrogenic Organic Matter, Soil Stability, Quality, Mineralogy, Pyrogenic Organic Matter Transport, Fluxes, Pyrogenic Organic Matter Method Development, Water Quality, Watershed Management, Water Routing, Hillslope Hydrology, Sediment Transport, Water Supply, Contaminant Transport, Hydrological Modeling","The scalability of case studies to wildfire impacts more widely, and across ecosystems, to avoid unwarranted generalisations. 
The role of changing fire severity/behaviuour and recovery dynamics under changing climate and land use patterns ","Direct collaboration from the outset at the planning/proposal stage
Review of research approach by experts from other disciplines: advisory groups","Lack of long term monitoring, usually driven by short term funding programmes"
9/20/2021 12:27:40,bq057,"Nutrient Cycling, Microbial Community Dynamics, Functional Diversity",What are the long-term trajectories of carbon storage in burned ecosystems? How do shifts in microbial communities following fire contribute to these trajectories?,Using team science to facilitate collaboration between scientists of different disciplines. ,"For microbial ecology, it's difficult to scale from the microbe to watershed processes."
9/21/2021 21:09:05,bq058,"Microbial Community Dynamics, Successional Dynamics, Ecological Resilience","Is microbial functional diversity before fire reflective of that after fire? How much is it modified by fire?
How do plants after fire mediate soil microbial communities and subsequent N cycling? How to soil microbial communities after fire mediate plant community structure and N cycling?","Better communication and collaboration between ecologists and fire scientists.
More inclusiveness between all fire researchers and Indigenous knowledge in a meaningful and collaborative way.",Not enough studies have both before and after fire data; comparing patterns in burned vs. unburned areas may not be a good representation due to patchiness of fire and fire behaviour.
4/28/2021 9:25:11,bq059,"Pyrogenic Organic Matter, Pyrogenic Organic Matter Transport, Fluxes, Pyrogenic Organic Matter Method Development, Biogeochemical Modeling, Successional Dynamics, Ecological Resilience, Ecological Modeling","First, everyone needs to have an historical perspective and understand that watershed ecosystems have evolved with fire over millennia and removing fires from watershed will only cause losses of ecosystem resistance, resiliency, and services because when a fire finally burns in fire-excluded watersheds, major damage WILL happen and these intense fires are when we see the greatest loss of life and property

Next, we need to understand that putting fire into these watersheds should be done under our control so that watersheds can burn with the least adverse impacts. Mechanical treatments such as thinnings and mastication only partially address the mitigation of adverse effects; prescribed fire is a more ecologically viable tool to use to keep watersheds ecologically intact  ",More research and education,Lack of commitment by government agencies to adequately inform the public that a fire that is suppressed today could actually have created a fuelbreak if it had been left to burn under acceptable weather conditions.
5/2/2021 23:43:40,bq060,"Pyrogenic Organic Matter, Pyrogenic Organic Matter Transport, Fluxes, Water Quality","Black carbon: How much carbon can be stored as black carbon in soils after wildfire. What is the major factor controlling the black carbon storage in soils.

Water quality: What are major concerns about water quality of streams/rivers in fire-impacted watersheds. How much of the region’s water quality will be affected from the wildfire. How long the wildfire affects the water quality. 
",Communications: Frequent and deep discussions are necessary to share the research background and problems among scientists having different disciplines.   ,Grants: Grants to support long-period collaboration with many scientists (including students and Postdocs) across scientific disciplines are really necessary.
